gene_id,annotation
group_0224_genome_007_0,hypothetical protein
group_0224_genome_009_0,hypothetical protein
group_0224_genome_010_0,hypothetical protein
group_0224_genome_010_1,hypothetical protein
group_0224_genome_011_0,hypothetical protein
group_0224_genome_012_0,hypothetical protein
group_0224_genome_013_0,hypothetical protein
group_0224_genome_014_0,hypothetical protein
group_0224_genome_015_0,membrane protein
group_0224_genome_016_0,hypothetical protein
group_0224_genome_017_0,hypothetical protein
group_0224_genome_018_0,hypothetical protein
group_0224_genome_019_0,unknown function
group_0224_genome_020_0,hypothetical protein
group_0224_genome_021_0,unknown function
group_0224_genome_022_0,hypothetical protein
group_0224_genome_023_0,hypothetical protein
group_0224_genome_024_0,hypothetical protein
group_0224_genome_025_0,hypothetical protein
group_0224_genome_026_0,hypothetical protein
group_0224_genome_026_1,hypothetical protein
group_0224_genome_027_0,hypothetical protein
group_0224_genome_028_0,membrane protein
group_0224_genome_029_0,membrane protein
group_0224_genome_030_0,hypothetical protein
group_0225_genome_001_0,DNA polymerase
group_0225_genome_002_0,DNA polymerase
group_0225_genome_003_0,DNA polymerase
group_0225_genome_004_0,DNA polymerase
group_0225_genome_005_0,DNA polymerase
group_0225_genome_006_0,DNA polymerase
group_0225_genome_006_1,DNA polymerase
group_0225_genome_007_0,hypothetical protein
group_0225_genome_008_0,DNA polymerase
group_0225_genome_009_0,DNA polymerase
group_0225_genome_010_0,DNA polymerase
group_0225_genome_011_0,DNA polymerase
group_0225_genome_012_0,DNA polymerase
group_0225_genome_013_0,DNA polymerase
group_0225_genome_014_0,hypothetical protein
group_0225_genome_015_0,unknown function
group_0225_genome_016_0,DNA polymerase
group_0225_genome_016_1,DNA polymerase
group_0225_genome_017_0,DNA polymerase
group_0225_genome_018_0,DNA polymerase
group_0225_genome_019_0,DNA polymerase
group_0225_genome_019_1,DNA polymerase
group_0225_genome_020_0,DNA polymerase
group_0225_genome_020_1,DNA polymerase
group_0225_genome_021_0,DNA polymerase
group_0225_genome_022_0,DNA polymerase
group_0225_genome_023_0,DNA polymerase
group_0225_genome_024_0,membrane protein
group_0225_genome_025_0,unknown function
group_0225_genome_026_0,DNA polymerase
group_0225_genome_027_0,DNA polymerase
group_0225_genome_028_0,DNA polymerase
group_0225_genome_029_0,DNA polymerase
group_0225_genome_030_0,DNA polymerase
group_0226_genome_001_0,membrane protein
group_0226_genome_002_0,beta-lactamase
group_0226_genome_003_0,beta-lactamase
group_0226_genome_004_0,beta-lactamase
group_0226_genome_005_0,unknown function
group_0226_genome_006_0,beta-lactamase
group_0226_genome_007_0,beta-lactamase
group_0226_genome_008_0,beta-lactamase
group_0226_genome_009_0,beta-lactamase
group_0226_genome_010_0,beta-lactamase
group_0226_genome_011_0,beta-lactamase
group_0226_genome_012_0,membrane protein
group_0226_genome_014_0,beta-lactamase
group_0226_genome_015_0,beta-lactamase
group_0226_genome_016_0,unknown function
group_0226_genome_017_0,beta-lactamase
group_0226_genome_018_0,beta-lactamase
group_0226_genome_019_0,membrane protein
group_0226_genome_020_0,beta-lactamase
group_0226_genome_021_0,beta-lactamase
group_0226_genome_022_0,hypothetical protein
group_0226_genome_023_0,beta-lactamase
group_0226_genome_024_0,beta-lactamase
group_0226_genome_025_0,unknown function
group_0226_genome_026_0,beta-lactamase
group_0226_genome_027_0,membrane protein
group_0226_genome_028_0,beta-lactamase
group_0226_genome_029_0,beta-lactamase
group_0226_genome_030_0,beta-lactamase
group_0227_genome_001_0,membrane transporter
group_0227_genome_002_0,membrane transporter
group_0227_genome_003_0,membrane transporter
group_0227_genome_004_0,membrane transporter
group_0227_genome_005_0,membrane transporter
group_0227_genome_006_0,membrane transporter
group_0227_genome_007_0,membrane transporter
group_0227_genome_008_0,membrane transporter
group_0227_genome_009_0,unknown function
group_0227_genome_010_0,membrane transporter
group_0227_genome_011_0,membrane transporter
group_0227_genome_013_0,membrane transporter
group_0227_genome_014_0,membrane transporter
group_0227_genome_015_0,membrane transporter
group_0227_genome_016_0,membrane transporter
group_0227_genome_017_0,membrane protein
group_0227_genome_017_1,hypothetical protein
group_0227_genome_018_0,hypothetical protein
group_0227_genome_019_0,membrane transporter
group_0227_genome_020_0,membrane protein
group_0227_genome_021_0,membrane transporter
group_0227_genome_022_0,membrane transporter
group_0227_genome_023_0,membrane transporter
group_0227_genome_024_0,membrane transporter
group_0227_genome_025_0,membrane transporter
group_0227_genome_026_0,membrane transporter
group_0227_genome_027_0,membrane transporter
group_0227_genome_028_0,membrane transporter
group_0227_genome_029_0,membrane transporter
group_0227_genome_030_0,membrane transporter
group_0228_genome_004_0,virulence factor
group_0228_genome_010_0,virulence factor
group_0228_genome_022_0,virulence factor
group_0229_genome_001_0,membrane transporter
group_0229_genome_002_0,membrane transporter
group_0229_genome_003_0,membrane transporter
group_0229_genome_004_0,membrane transporter
group_0229_genome_005_0,membrane transporter
group_0229_genome_006_0,membrane transporter
group_0229_genome_007_0,membrane transporter
group_0229_genome_008_0,membrane transporter
group_0229_genome_009_0,membrane transporter
group_0229_genome_010_0,membrane transporter
group_0229_genome_011_0,membrane transporter
group_0229_genome_012_0,membrane transporter
group_0229_genome_013_0,membrane transporter
group_0229_genome_014_0,membrane transporter
group_0229_genome_015_0,membrane transporter
group_0229_genome_016_0,membrane transporter
group_0229_genome_017_0,membrane transporter
group_0229_genome_018_0,membrane transporter
group_0229_genome_019_0,membrane transporter
group_0229_genome_020_0,membrane transporter
group_0229_genome_021_0,membrane transporter
group_0229_genome_022_0,membrane transporter
group_0229_genome_023_0,membrane transporter
group_0229_genome_024_0,membrane transporter
group_0229_genome_025_0,membrane transporter
group_0229_genome_026_0,membrane transporter
group_0229_genome_027_0,membrane transporter
group_0229_genome_028_0,membrane transporter
group_0229_genome_029_0,membrane transporter
group_0229_genome_030_0,membrane transporter
group_0230_genome_001_0,virulence factor
group_0230_genome_002_0,virulence factor
group_0230_genome_003_0,virulence factor
group_0230_genome_004_0,virulence factor
group_0230_genome_005_0,virulence factor
group_0230_genome_006_0,virulence factor
group_0230_genome_007_0,virulence factor
group_0230_genome_008_0,virulence factor
group_0230_genome_009_0,virulence factor
group_0230_genome_010_0,virulence factor
group_0230_genome_011_0,virulence factor
group_0230_genome_012_0,virulence factor
group_0230_genome_013_0,membrane protein
group_0230_genome_014_0,virulence factor
group_0230_genome_015_0,virulence factor
group_0230_genome_015_1,virulence factor
group_0230_genome_016_0,virulence factor
group_0230_genome_017_0,virulence factor
group_0230_genome_018_0,virulence factor
group_0230_genome_019_0,virulence factor
group_0230_genome_020_0,virulence factor
group_0230_genome_021_0,virulence factor
group_0230_genome_022_0,virulence factor
group_0230_genome_023_0,virulence factor
group_0230_genome_024_0,virulence factor
group_0230_genome_025_0,hypothetical protein
group_0230_genome_026_0,virulence factor
group_0230_genome_027_0,virulence factor
group_0230_genome_028_0,virulence factor
group_0230_genome_029_0,virulence factor
group_0230_genome_030_0,virulence factor
group_0231_genome_001_0,virulence factor
group_0231_genome_002_0,virulence factor
group_0231_genome_003_0,virulence factor
group_0231_genome_004_0,virulence factor
group_0231_genome_005_0,virulence factor
group_0231_genome_006_0,virulence factor
group_0231_genome_007_0,virulence factor
group_0231_genome_008_0,virulence factor
group_0231_genome_009_0,virulence factor
group_0231_genome_010_0,virulence factor
group_0231_genome_011_0,virulence factor
group_0231_genome_012_0,virulence factor
group_0231_genome_013_0,virulence factor
group_0231_genome_014_0,virulence factor
group_0231_genome_015_0,virulence factor
group_0231_genome_016_0,virulence factor
group_0231_genome_017_0,virulence factor
group_0231_genome_018_0,membrane protein
group_0231_genome_019_0,virulence factor
group_0231_genome_020_0,virulence factor
group_0231_genome_021_0,virulence factor
group_0231_genome_022_0,virulence factor
group_0231_genome_023_0,membrane protein
group_0231_genome_024_0,virulence factor
group_0231_genome_025_0,virulence factor
group_0231_genome_026_0,virulence factor
group_0231_genome_027_0,membrane protein
group_0231_genome_028_0,virulence factor
group_0231_genome_029_0,virulence factor
group_0231_genome_030_0,virulence factor
group_0232_genome_007_0,virulence factor
group_0232_genome_010_0,unknown function
group_0232_genome_012_0,virulence factor
group_0232_genome_014_0,virulence factor
group_0232_genome_015_0,unknown function
group_0232_genome_017_0,virulence factor
group_0232_genome_018_0,virulence factor
group_0232_genome_023_0,virulence factor
group_0232_genome_024_0,virulence factor
group_0232_genome_025_0,virulence factor
group_0232_genome_026_0,virulence factor
group_0232_genome_028_0,membrane protein
group_0232_genome_029_0,virulence factor
group_0232_genome_030_0,virulence factor
group_0233_genome_001_0,membrane protein
group_0233_genome_002_0,hypothetical protein
group_0233_genome_003_0,hypothetical protein
group_0233_genome_003_1,hypothetical protein
group_0233_genome_004_0,hypothetical protein
group_0233_genome_005_0,hypothetical protein
group_0233_genome_006_0,membrane protein
group_0233_genome_007_0,hypothetical protein
group_0233_genome_008_0,hypothetical protein
group_0233_genome_009_0,hypothetical protein
group_0233_genome_010_0,hypothetical protein
group_0233_genome_012_0,hypothetical protein
group_0233_genome_014_0,unknown function
group_0233_genome_015_0,hypothetical protein
group_0233_genome_016_0,hypothetical protein
group_0233_genome_017_0,hypothetical protein
group_0233_genome_018_0,hypothetical protein
group_0233_genome_019_0,hypothetical protein
group_0233_genome_020_0,membrane protein
group_0233_genome_020_1,hypothetical protein
group_0233_genome_021_0,hypothetical protein
group_0233_genome_022_0,hypothetical protein
group_0233_genome_023_0,hypothetical protein
group_0233_genome_024_0,hypothetical protein
group_0233_genome_025_0,hypothetical protein
group_0233_genome_026_0,hypothetical protein
group_0233_genome_027_0,hypothetical protein
group_0233_genome_028_0,hypothetical protein
group_0233_genome_029_0,hypothetical protein
group_0233_genome_030_0,hypothetical protein
group_0234_genome_001_0,efflux pump
group_0234_genome_002_0,efflux pump
group_0234_genome_004_0,efflux pump
group_0234_genome_005_0,efflux pump
group_0234_genome_006_0,efflux pump
group_0234_genome_006_1,hypothetical protein
group_0234_genome_007_0,efflux pump
group_0234_genome_007_1,membrane protein
group_0234_genome_008_0,efflux pump
group_0234_genome_009_0,efflux pump
group_0234_genome_010_0,efflux pump
group_0234_genome_011_0,efflux pump
group_0234_genome_012_0,efflux pump
group_0234_genome_013_0,efflux pump
group_0234_genome_014_0,efflux pump
group_0234_genome_015_0,efflux pump
group_0234_genome_016_0,efflux pump
group_0234_genome_017_0,efflux pump
group_0234_genome_018_0,efflux pump
group_0234_genome_019_0,efflux pump
group_0234_genome_020_0,efflux pump
group_0234_genome_021_0,efflux pump
group_0234_genome_022_0,efflux pump
group_0234_genome_023_0,efflux pump
group_0234_genome_024_0,efflux pump
group_0234_genome_025_0,unknown function
group_0234_genome_026_0,efflux pump
group_0234_genome_027_0,unknown function
group_0234_genome_028_0,efflux pump
group_0234_genome_029_0,efflux pump
group_0234_genome_030_0,unknown function
group_0235_genome_001_0,flagellar protein
group_0236_genome_003_0,DNA polymerase
group_0236_genome_011_0,DNA polymerase
group_0236_genome_014_0,DNA polymerase
group_0236_genome_026_0,DNA polymerase
group_0236_genome_029_0,DNA polymerase
group_0237_genome_001_0,efflux pump
group_0237_genome_009_0,efflux pump
group_0238_genome_001_0,hypothetical protein
group_0238_genome_002_0,hypothetical protein
group_0238_genome_003_0,hypothetical protein
group_0238_genome_004_0,hypothetical protein
group_0238_genome_005_0,hypothetical protein
group_0238_genome_006_0,hypothetical protein
group_0238_genome_007_0,hypothetical protein
group_0238_genome_008_0,hypothetical protein
group_0238_genome_009_0,hypothetical protein
group_0238_genome_010_0,hypothetical protein
group_0238_genome_011_0,hypothetical protein
group_0238_genome_012_0,hypothetical protein
group_0238_genome_013_0,hypothetical protein
group_0238_genome_014_0,unknown function
group_0238_genome_015_0,hypothetical protein
group_0238_genome_016_0,hypothetical protein
group_0238_genome_017_0,hypothetical protein
group_0238_genome_018_0,hypothetical protein
group_0238_genome_019_0,hypothetical protein
group_0238_genome_020_0,hypothetical protein
group_0238_genome_021_0,hypothetical protein
group_0238_genome_022_0,unknown function
group_0238_genome_022_1,hypothetical protein
group_0238_genome_023_0,hypothetical protein
group_0238_genome_024_0,hypothetical protein
group_0238_genome_025_0,hypothetical protein
group_0238_genome_026_0,hypothetical protein
group_0238_genome_027_0,hypothetical protein
group_0238_genome_028_0,hypothetical protein
group_0238_genome_029_0,membrane protein
group_0238_genome_030_0,hypothetical protein
group_0239_genome_001_0,flagellar protein
group_0239_genome_002_0,flagellar protein
group_0239_genome_003_0,flagellar protein
group_0239_genome_004_0,flagellar protein
